Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (Â°C),Maximum Temperature (Â°C),Minimum Temperature (Â°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Choa Chu Kang (Central),2020.0,12.0,12.0,6.4,3.6,3.6,4.6,,,,,
Choa Chu Kang (Central),2020.0,12.0,13.0,0.6,0.2,0.4,0.4,,,,,
Choa Chu Kang (Central),2020.0,12.0,14.0,94.0,53.4,89.4,90.8,,,,,
Choa Chu Kang (Central),2020.0,12.0,15.0,6.2,3.6,3.6,5.6,,,,,
Choa Chu Kang (Central),2020.0,12.0,16.0,2.8,1.4,1.4,1.4,,,,,
Choa Chu Kang (Central),2020.0,12.0,17.0,0.4,0.4,0.4,0.4,,,,,
Choa Chu Kang (Central),2020.0,12.0,18.0,4.6,1.6,2.6,3.2,,,,,
Choa Chu Kang (Central),2020.0,12.0,19.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2020.0,12.0,20.0,2.0,2.0,2.0,2.0,,,,,
Choa Chu Kang (Central),2020.0,12.0,21.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2020.0,12.0,22.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2020.0,12.0,23.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2020.0,12.0,24.0,0.2,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2020.0,12.0,25.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2020.0,12.0,26.0,23.6,9.6,16.0,18.8,,,,,
Choa Chu Kang (Central),2020.0,12.0,27.0,13.8,8.4,12.6,13.8,,,,,
Choa Chu Kang (Central),2020.0,12.0,28.0,0.6,0.6,0.6,0.6,,,,,
Choa Chu Kang (Central),2020.0,12.0,29.0,4.6,4.2,4.4,4.6,,,,,
Choa Chu Kang (Central),2020.0,12.0,30.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2020.0,12.0,31.0,18.0,16.6,17.8,17.8,,,,,
Choa Chu Kang (Central),2021.0,1.0,1.0,59.8,12.8,24.4,29.2,,,,,
Choa Chu Kang (Central),2021.0,1.0,2.0,128.8,15.2,17.8,32.2,,,,,
Choa Chu Kang (Central),2021.0,1.0,3.0,1.6,0.6,0.8,1.0,,,,,
Choa Chu Kang (Central),2021.0,1.0,4.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,1.0,5.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,1.0,6.0,0.4,0.4,0.4,0.4,,,,,
Choa Chu Kang (Central),2021.0,1.0,7.0,3.6,3.2,3.4,3.4,,,,,
Choa Chu Kang (Central),2021.0,1.0,8.0,3.8,2.2,2.4,2.6,,,,,
Choa Chu Kang (Central),2021.0,1.0,9.0,50.8,15.6,20.4,27.2,,,,,
Choa Chu Kang (Central),2021.0,1.0,10.0,89.2,10.4,15.2,21.4,,,,,
Choa Chu Kang (Central),2021.0,1.0,11.0,2.6,0.8,1.4,2.6,,,,,
Choa Chu Kang (Central),2021.0,1.0,12.0,11.4,1.8,2.2,3.2,,,,,
Choa Chu Kang (Central),2021.0,1.0,13.0,0.2,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2021.0,1.0,14.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,1.0,15.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,1.0,16.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,1.0,17.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,1.0,18.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,1.0,19.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,1.0,20.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,1.0,21.0,42.6,23.4,33.2,35.6,,,,,
Choa Chu Kang (Central),2021.0,1.0,22.0,1.2,1.2,1.2,1.2,,,,,
Choa Chu Kang (Central),2021.0,1.0,23.0,5.0,4.0,4.8,5.0,,,,,
Choa Chu Kang (Central),2021.0,1.0,24.0,2.8,2.4,2.4,2.6,,,,,
Choa Chu Kang (Central),2021.0,1.0,25.0,1.8,1.0,1.2,1.2,,,,,
Choa Chu Kang (Central),2021.0,1.0,26.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,1.0,27.0,0.4,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2021.0,1.0,28.0,14.4,11.6,11.8,11.8,,,,,
Choa Chu Kang (Central),2021.0,1.0,29.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,1.0,30.0,1.2,1.2,1.2,1.2,,,,,
Choa Chu Kang (Central),2021.0,1.0,31.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,2.0,3.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,2.0,4.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,2.0,5.0,2.6,2.6,2.6,2.6,,,,,
Choa Chu Kang (Central),2021.0,2.0,6.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,2.0,7.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,2.0,8.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,2.0,9.0,0.8,0.8,0.8,0.8,,,,,
Choa Chu Kang (Central),2021.0,2.0,10.0,8.8,8.6,8.8,8.8,,,,,
Choa Chu Kang (Central),2021.0,2.0,11.0,15.8,12.6,15.6,15.8,,,,,
Choa Chu Kang (Central),2021.0,2.0,12.0,6.4,6.2,6.2,6.4,,,,,
Choa Chu Kang (Central),2021.0,2.0,13.0,1.0,1.0,1.0,1.0,,,,,
Choa Chu Kang (Central),2021.0,2.0,14.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,2.0,15.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,2.0,16.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,2.0,17.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,2.0,18.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,2.0,19.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,2.0,20.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,2.0,21.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,2.0,22.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,2.0,23.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,2.0,24.0,0.2,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2021.0,2.0,25.0,22.2,12.0,22.2,22.2,,,,,
Choa Chu Kang (Central),2021.0,2.0,26.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,2.0,27.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,2.0,28.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,3.0,1.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,3.0,2.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,3.0,3.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,3.0,4.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,3.0,5.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,3.0,6.0,3.6,3.0,3.4,3.6,,,,,
Choa Chu Kang (Central),2021.0,3.0,7.0,39.2,19.6,28.4,35.4,,,,,
Choa Chu Kang (Central),2021.0,3.0,8.0,9.8,9.8,9.8,9.8,,,,,
Choa Chu Kang (Central),2021.0,3.0,9.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,3.0,10.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,3.0,11.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,3.0,12.0,32.2,21.0,21.0,21.0,,,,,
Choa Chu Kang (Central),2021.0,3.0,13.0,18.2,8.8,17.2,18.2,,,,,
Choa Chu Kang (Central),2021.0,3.0,14.0,5.0,4.6,4.6,4.6,,,,,
Choa Chu Kang (Central),2021.0,3.0,15.0,1.6,1.4,1.4,1.6,,,,,
Choa Chu Kang (Central),2021.0,3.0,16.0,0.4,0.2,0.2,0.4,,,,,
Choa Chu Kang (Central),2021.0,3.0,17.0,38.2,30.2,36.0,36.2,,,,,
Choa Chu Kang (Central),2021.0,3.0,18.0,48.8,38.2,45.0,48.8,,,,,
Choa Chu Kang (Central),2021.0,3.0,19.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,3.0,20.0,1.8,1.4,1.8,1.8,,,,,
Choa Chu Kang (Central),2021.0,3.0,21.0,24.8,24.2,24.6,24.8,,,,,
Choa Chu Kang (Central),2021.0,3.0,22.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,3.0,23.0,49.6,20.6,31.2,38.8,,,,,
Choa Chu Kang (Central),2021.0,3.0,24.0,11.8,6.0,6.2,6.4,,,,,
Choa Chu Kang (Central),2021.0,3.0,25.0,0.2,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2021.0,3.0,26.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,3.0,27.0,2.4,1.8,2.0,2.0,,,,,
Choa Chu Kang (Central),2021.0,3.0,28.0,20.6,16.2,20.4,20.6,,,,,
Choa Chu Kang (Central),2021.0,3.0,29.0,53.6,36.6,42.8,44.2,,,,,
Choa Chu Kang (Central),2021.0,3.0,30.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,3.0,31.0,16.0,6.4,10.2,15.0,,,,,
Choa Chu Kang (Central),2021.0,4.0,1.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,4.0,2.0,26.2,20.2,23.6,23.6,,,,,
Choa Chu Kang (Central),2021.0,4.0,3.0,9.0,7.2,7.6,7.6,,,,,
Choa Chu Kang (Central),2021.0,4.0,4.0,11.2,2.8,4.8,6.4,,,,,
Choa Chu Kang (Central),2021.0,4.0,5.0,47.8,37.2,45.8,47.2,,,,,
Choa Chu Kang (Central),2021.0,4.0,6.0,1.6,1.4,1.6,1.6,,,,,
Choa Chu Kang (Central),2021.0,4.0,7.0,4.4,4.0,4.0,4.0,,,,,
Choa Chu Kang (Central),2021.0,4.0,8.0,3.2,3.2,3.2,3.2,,,,,
Choa Chu Kang (Central),2021.0,4.0,9.0,4.2,3.4,3.4,3.4,,,,,
Choa Chu Kang (Central),2021.0,4.0,10.0,0.2,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2021.0,4.0,11.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,4.0,12.0,0.6,0.4,0.4,0.6,,,,,
Choa Chu Kang (Central),2021.0,4.0,13.0,10.0,7.0,7.0,7.0,,,,,
Choa Chu Kang (Central),2021.0,4.0,14.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,4.0,15.0,3.2,0.8,1.4,2.4,,,,,
Choa Chu Kang (Central),2021.0,4.0,16.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,4.0,17.0,88.4,32.0,53.0,64.6,,,,,
Choa Chu Kang (Central),2021.0,4.0,18.0,25.2,24.4,25.2,25.2,,,,,
Choa Chu Kang (Central),2021.0,4.0,19.0,12.0,11.8,11.8,11.8,,,,,
Choa Chu Kang (Central),2021.0,4.0,20.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,4.0,21.0,0.2,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2021.0,4.0,22.0,1.2,0.6,0.8,1.2,,,,,
Choa Chu Kang (Central),2021.0,4.0,23.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,4.0,24.0,18.0,8.2,8.2,8.8,,,,,
Choa Chu Kang (Central),2021.0,4.0,25.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,4.0,26.0,23.2,13.2,16.0,16.4,,,,,
Choa Chu Kang (Central),2021.0,4.0,27.0,15.2,8.8,13.4,14.6,,,,,
Choa Chu Kang (Central),2021.0,4.0,28.0,4.4,2.2,4.0,4.2,,,,,
Choa Chu Kang (Central),2021.0,4.0,29.0,0.2,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2021.0,4.0,30.0,22.4,13.0,13.0,13.0,,,,,
Choa Chu Kang (Central),2021.0,5.0,1.0,1.4,0.6,0.6,0.6,,,,,
Choa Chu Kang (Central),2021.0,5.0,2.0,0.0,0.0,0.0,0.6,,,,,
Choa Chu Kang (Central),2021.0,5.0,3.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,5.0,4.0,5.8,5.4,5.4,5.8,,,,,
Choa Chu Kang (Central),2021.0,5.0,5.0,41.0,13.8,25.8,36.6,,,,,
Choa Chu Kang (Central),2021.0,5.0,6.0,1.8,0.8,1.2,1.8,,,,,
Choa Chu Kang (Central),2021.0,5.0,7.0,0.4,0.4,0.4,0.4,,,,,
Choa Chu Kang (Central),2021.0,5.0,8.0,0.2,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2021.0,5.0,9.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,5.0,10.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,5.0,11.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,5.0,12.0,1.4,0.8,1.0,1.0,,,,,
Choa Chu Kang (Central),2021.0,5.0,13.0,9.0,8.4,9.0,9.0,,,,,
Choa Chu Kang (Central),2021.0,5.0,14.0,1.6,1.2,1.2,1.2,,,,,
Choa Chu Kang (Central),2021.0,5.0,15.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,5.0,16.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,5.0,17.0,26.8,17.2,20.0,20.0,,,,,
Choa Chu Kang (Central),2021.0,5.0,18.0,16.2,15.0,25.2,27.4,,,,,
Choa Chu Kang (Central),2021.0,5.0,19.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,5.0,20.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,5.0,21.0,14.4,12.0,13.8,14.2,,,,,
Choa Chu Kang (Central),2021.0,5.0,22.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,5.0,23.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,5.0,24.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,5.0,25.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,5.0,26.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,5.0,27.0,20.8,20.6,20.8,20.8,,,,,
Choa Chu Kang (Central),2021.0,5.0,28.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,5.0,29.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,5.0,30.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,5.0,31.0,39.0,29.2,37.0,38.8,,,,,
Choa Chu Kang (Central),2021.0,6.0,1.0,2.2,2.0,2.2,2.2,,,,,
Choa Chu Kang (Central),2021.0,6.0,2.0,16.2,16.0,16.2,16.2,,,,,
Choa Chu Kang (Central),2021.0,6.0,3.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,6.0,4.0,,,,,,,,,
Choa Chu Kang (Central),2021.0,6.0,5.0,0.8,,,,,,,,
Choa Chu Kang (Central),2021.0,6.0,6.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,6.0,7.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,6.0,8.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,6.0,9.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,6.0,10.0,11.8,10.0,11.6,11.8,,,,,
Choa Chu Kang (Central),2021.0,6.0,11.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,6.0,12.0,0.4,0.4,0.4,0.4,,,,,
Choa Chu Kang (Central),2021.0,6.0,13.0,3.6,1.8,2.8,3.4,,,,,
Choa Chu Kang (Central),2021.0,6.0,14.0,28.8,17.6,23.4,28.8,,,,,
Choa Chu Kang (Central),2021.0,6.0,15.0,44.0,28.2,39.6,43.0,,,,,
Choa Chu Kang (Central),2021.0,6.0,16.0,0.4,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2021.0,6.0,17.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,6.0,18.0,17.2,5.4,7.8,10.8,,,,,
Choa Chu Kang (Central),2021.0,6.0,19.0,6.4,4.8,5.2,5.4,,,,,
Choa Chu Kang (Central),2021.0,6.0,20.0,12.6,7.8,8.2,10.0,,,,,
Choa Chu Kang (Central),2021.0,6.0,21.0,0.0,0.0,0.0,0.4,,,,,
Choa Chu Kang (Central),2021.0,6.0,22.0,1.6,1.2,1.6,1.6,,,,,
Choa Chu Kang (Central),2021.0,6.0,23.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,6.0,24.0,1.8,0.6,1.2,1.4,,,,,
Choa Chu Kang (Central),2021.0,6.0,25.0,1.4,1.0,1.2,1.2,,,,,
Choa Chu Kang (Central),2021.0,6.0,26.0,13.8,11.6,13.2,13.6,,,,,
Choa Chu Kang (Central),2021.0,6.0,27.0,10.0,7.4,7.6,9.6,,,,,
Choa Chu Kang (Central),2021.0,6.0,28.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,6.0,29.0,28.0,9.8,11.8,12.4,,,,,
Choa Chu Kang (Central),2021.0,6.0,30.0,0.0,0.2,0.4,12.0,,,,,
Choa Chu Kang (Central),2021.0,7.0,1.0,1.0,0.8,0.8,0.8,,,,,
Choa Chu Kang (Central),2021.0,7.0,2.0,0.6,0.6,0.6,0.6,,,,,
Choa Chu Kang (Central),2021.0,7.0,3.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,7.0,4.0,3.4,1.0,1.4,2.4,,,,,
Choa Chu Kang (Central),2021.0,7.0,5.0,,,,,,,,,
Choa Chu Kang (Central),2021.0,7.0,6.0,8.8,5.4,5.4,8.6,,,,,
Choa Chu Kang (Central),2021.0,7.0,7.0,,,,,,,,,
Choa Chu Kang (Central),2021.0,7.0,8.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,7.0,9.0,5.6,3.0,4.6,5.6,,,,,
Choa Chu Kang (Central),2021.0,7.0,10.0,,,,,,,,,
Choa Chu Kang (Central),2021.0,7.0,11.0,16.0,11.0,11.4,11.4,,,,,
Choa Chu Kang (Central),2021.0,7.0,12.0,46.2,18.2,26.0,29.6,,,,,
Choa Chu Kang (Central),2021.0,7.0,13.0,,,,,,,,,
Choa Chu Kang (Central),2021.0,7.0,14.0,0.0,,,,,,,,
Choa Chu Kang (Central),2021.0,7.0,15.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,7.0,16.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,7.0,17.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,7.0,18.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,7.0,19.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,7.0,20.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,7.0,21.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,7.0,22.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,7.0,23.0,0.4,0.2,0.2,0.4,,,,,
Choa Chu Kang (Central),2021.0,7.0,24.0,0.0,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2021.0,7.0,25.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,7.0,26.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,7.0,27.0,4.6,4.6,4.6,4.6,,,,,
Choa Chu Kang (Central),2021.0,7.0,28.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,7.0,29.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,7.0,30.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,7.0,31.0,27.4,18.0,21.0,23.8,,,,,
Choa Chu Kang (Central),2021.0,8.0,1.0,76.4,37.8,52.6,76.0,,,,,
Choa Chu Kang (Central),2021.0,8.0,2.0,6.0,2.6,4.8,5.8,,,,,
Choa Chu Kang (Central),2021.0,8.0,3.0,17.2,14.8,17.0,17.0,,,,,
Choa Chu Kang (Central),2021.0,8.0,4.0,3.8,2.2,3.2,3.8,,,,,
Choa Chu Kang (Central),2021.0,8.0,5.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,8.0,6.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,8.0,7.0,1.0,0.8,1.0,1.0,,,,,
Choa Chu Kang (Central),2021.0,8.0,8.0,1.8,1.2,1.2,1.2,,,,,
Choa Chu Kang (Central),2021.0,8.0,9.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,8.0,10.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,8.0,11.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,8.0,12.0,13.4,11.8,12.2,12.2,,,,,
Choa Chu Kang (Central),2021.0,8.0,13.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,8.0,14.0,59.2,36.6,39.0,43.4,,,,,
Choa Chu Kang (Central),2021.0,8.0,15.0,6.0,3.2,3.2,3.6,,,,,
Choa Chu Kang (Central),2021.0,8.0,16.0,0.6,0.4,0.4,1.0,,,,,
Choa Chu Kang (Central),2021.0,8.0,17.0,2.6,1.2,2.0,2.6,,,,,
Choa Chu Kang (Central),2021.0,8.0,18.0,10.8,10.0,10.6,10.6,,,,,
Choa Chu Kang (Central),2021.0,8.0,19.0,19.8,3.4,5.6,8.8,,,,,
Choa Chu Kang (Central),2021.0,8.0,20.0,111.4,64.8,95.8,109.0,,,,,
Choa Chu Kang (Central),2021.0,8.0,21.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,8.0,22.0,1.8,1.0,1.2,1.4,,,,,
Choa Chu Kang (Central),2021.0,8.0,23.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,8.0,24.0,143.6,42.6,62.4,73.2,,,,,
Choa Chu Kang (Central),2021.0,8.0,25.0,19.4,19.2,19.4,19.4,,,,,
Choa Chu Kang (Central),2021.0,8.0,26.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,8.0,27.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,8.0,28.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,8.0,29.0,67.0,35.4,52.2,63.0,,,,,
Choa Chu Kang (Central),2021.0,8.0,30.0,88.6,45.8,62.2,66.6,,,,,
Choa Chu Kang (Central),2021.0,8.0,31.0,52.0,21.8,37.6,50.4,,,,,
Choa Chu Kang (Central),2021.0,9.0,1.0,0.2,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2021.0,9.0,2.0,42.4,16.4,22.8,34.8,,,,,
Choa Chu Kang (Central),2021.0,9.0,3.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,9.0,4.0,28.8,18.0,25.4,28.4,,,,,
Choa Chu Kang (Central),2021.0,9.0,5.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,9.0,6.0,55.4,48.8,54.6,55.4,,,,,
Choa Chu Kang (Central),2021.0,9.0,7.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,9.0,8.0,1.4,0.8,0.8,1.2,,,,,
Choa Chu Kang (Central),2021.0,9.0,9.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,9.0,10.0,24.4,14.4,20.2,23.0,,,,,
Choa Chu Kang (Central),2021.0,9.0,11.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,9.0,12.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,9.0,13.0,4.0,2.4,3.4,3.6,,,,,
Choa Chu Kang (Central),2021.0,9.0,14.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,9.0,15.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,9.0,16.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,9.0,17.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,9.0,18.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,9.0,19.0,71.8,20.8,33.8,34.8,,,,,
Choa Chu Kang (Central),2021.0,9.0,20.0,0.2,0.2,0.2,0.2,,,,,
Choa Chu Kang (Central),2021.0,9.0,21.0,25.0,19.6,20.6,20.6,,,,,
Choa Chu Kang (Central),2021.0,9.0,22.0,22.0,14.8,20.8,21.8,,,,,
Choa Chu Kang (Central),2021.0,9.0,23.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,9.0,24.0,1.0,1.0,1.0,1.0,,,,,
Choa Chu Kang (Central),2021.0,9.0,25.0,0.0,0.0,0.0,0.0,,,,,
Choa Chu Kang (Central),2021.0,9.0,26.0,6.2,5.2,5.2,6.0,,,,,
Choa Chu Kang (Central),2021.0,9.0,27.0,10.6,5.8,7.6,8.2,,,,,
Choa Chu Kang (Central),2021.0,9.0,28.0,1.4,0.8,1.0,1.4,,,,,
Choa Chu Kang (Central),2021.0,9.0,29.0,0.6,0.6,0.6,0.6,,,,,
Choa Chu Kang (Central),2021.0,9.0,30.0,19.0,7.0,10.0,12.8,,,,,
Choa Chu Kang (Central),2021.0,10.0,1.0,29.4,11.6,16.6,20.4,,,,,
Choa Chu Kang (Central),2021.0,10.0,2.0,2.6,2.0,2.0,2.6,,,,,
Choa Chu Kang (Central),2021.0,10.0,3.0,0.2,0.2,0.2,0.2,,,,,
